sequence,found_in_MEGAHIT,found_in_SPAdes,status,MEGAHIT_vs2_score,MEGAHIT_dvf_score,MEGAHIT_identified_by,SPAdes_vs2_score,SPAdes_dvf_score,SPAdes_identified_by
k141_100344,Yes,No,Consensus,0.88,0.3212895691394806,Both,N/A,N/A,N/A
k141_46962,Yes,No,Consensus,0.947,0.0048987865447998,Both,N/A,N/A,N/A
k141_124048,Yes,No,Consensus,0.973,0.1418932974338531,Both,N/A,N/A,N/A
k141_175086,Yes,No,Consensus,0.5,0.0009478409774601,Both,N/A,N/A,N/A
k141_173310,Yes,No,Consensus,1.0,0.440643161535263,Both,N/A,N/A,N/A
k141_72787,Yes,No,Consensus,0.967,0.5625512599945068,Both,N/A,N/A,N/A
k141_173318,Yes,No,Consensus,0.847,0.1938592791557312,Both,N/A,N/A,N/A
NODE_1488_length_1563_cov_2.441645,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.1206463202834129,Both
k141_35727,Yes,No,Consensus,1.0,0.5160461068153381,Both,N/A,N/A,N/A
k141_62630,Yes,No,Consensus,0.993,0.6172131299972534,Both,N/A,N/A,N/A
k141_62946,Yes,No,Consensus,1.0,0.9358205795288086,Both,N/A,N/A,N/A
NODE_1170_length_1678_cov_10.825015,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.0041645215824246,Both
k141_166159,Yes,No,Consensus,0.713,0.0815610289573669,Both,N/A,N/A,N/A
k141_12080,Yes,No,Consensus,0.993,5.2638124969917044e-08,Both,N/A,N/A,N/A
k141_163668,Yes,No,Consensus,0.993,0.9681581258773804,Both,N/A,N/A,N/A
k141_121927,Yes,No,Consensus,0.827,0.1218759045004844,Both,N/A,N/A,N/A
k141_72906,Yes,No,Consensus,0.927,0.0218788161873817,Both,N/A,N/A,N/A
k141_20259,Yes,No,Consensus,0.947,0.0065342346206307,Both,N/A,N/A,N/A
k141_3048,Yes,No,Consensus,,0.0108899772167205,Both,N/A,N/A,N/A
k141_66238,Yes,No,Consensus,0.673,0.0286139585077762,Both,N/A,N/A,N/A
k141_15521,Yes,No,Consensus,0.987,9.054637928329613e-08,Both,N/A,N/A,N/A
k141_156908,Yes,No,Consensus,0.88,0.0004404970386531,Both,N/A,N/A,N/A
k141_103449,Yes,No,Consensus,0.96,0.0261627882719039,Both,N/A,N/A,N/A
k141_43042,Yes,No,Consensus,0.6,1.3538899565901374e-06,Both,N/A,N/A,N/A
k141_50258,Yes,No,Consensus,0.993,0.0037708838935941,Both,N/A,N/A,N/A
k141_73931,Yes,No,Consensus,0.993,0.9142813682556152,Both,N/A,N/A,N/A
NODE_3746_length_1219_cov_4.390893,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.9999974966049194,Both
k141_101061,Yes,No,Consensus,0.54,0.0162412654608488,Both,N/A,N/A,N/A
k141_31747,Yes,No,Consensus,0.553,0.3862362504005432,Both,N/A,N/A,N/A
k141_40539,Yes,No,Consensus,0.607,0.0002767896512523,Both,N/A,N/A,N/A
NODE_1088_length_1717_cov_2.357401,No,Yes,Consensus,N/A,N/A,N/A,,0.1783044338226318,Both
k141_136745,Yes,No,Consensus,0.813,0.0334359966218471,Both,N/A,N/A,N/A
k141_88558,Yes,No,Consensus,0.827,0.0322414338588714,Both,N/A,N/A,N/A
k141_118363,Yes,No,Consensus,0.793,0.0119784651324152,Both,N/A,N/A,N/A
k141_86873,Yes,No,Consensus,0.98,0.0325985103845596,Both,N/A,N/A,N/A
k141_106455,Yes,No,Consensus,0.913,1.7045695130946115e-05,Both,N/A,N/A,N/A
k141_125676,Yes,No,Consensus,0.507,0.8350036144256592,Both,N/A,N/A,N/A
k141_129478,Yes,No,Consensus,0.973,0.098667986690998,Both,N/A,N/A,N/A
k141_104997,Yes,No,Consensus,0.78,0.0002534002996981,Both,N/A,N/A,N/A
k141_19447,Yes,No,Consensus,0.987,0.0977020487189292,Both,N/A,N/A,N/A
k141_167642,Yes,No,Consensus,0.913,0.0332486480474472,Both,N/A,N/A,N/A
NODE_961_length_1781_cov_3.246234,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.9999969005584716,Both
k141_139499,Yes,No,Consensus,0.987,0.0084764678031206,Both,N/A,N/A,N/A
k141_93167,Yes,No,Consensus,0.753,0.0097530903294682,Both,N/A,N/A,N/A
k141_55929,Yes,No,Consensus,0.6,0.0680162608623504,Both,N/A,N/A,N/A
NODE_6848_length_1035_cov_1.688776,No,Yes,Consensus,N/A,N/A,N/A,0.593,0.0768714249134063,Both
k141_128217,Yes,No,Consensus,0.953,0.995896816253662,Both,N/A,N/A,N/A
k141_11122,Yes,No,Consensus,1.0,0.5598510503768921,Both,N/A,N/A,N/A
k141_46845,Yes,No,Consensus,0.553,0.0453229956328868,Both,N/A,N/A,N/A
k141_46078,Yes,No,Consensus,0.993,0.0489019975066185,Both,N/A,N/A,N/A
k141_44566,Yes,No,Consensus,1.0,0.6210640668869019,Both,N/A,N/A,N/A
k141_63463,Yes,No,Consensus,0.98,0.0520157665014267,Both,N/A,N/A,N/A
k141_179557,Yes,No,Consensus,1.0,7.686881872359663e-06,Both,N/A,N/A,N/A
k141_80998,Yes,No,Consensus,1.0,0.2688872814178467,Both,N/A,N/A,N/A
k141_148098,Yes,No,Consensus,0.907,0.0003634802415035,Both,N/A,N/A,N/A
NODE_2982_length_1297_cov_1.221417,No,Yes,Consensus,N/A,N/A,N/A,0.993,2.922699027241293e-10,Both
